ActivityStartDate	ActivityDepthHeightMeasure.MeasureValue	ResultMeasureValue
2001-06-04T05:00:00Z	15	5
2001-06-04T05:00:00Z	16	4.8
2001-06-04T05:00:00Z	17	4.1
2001-06-04T05:00:00Z	18	3
2001-06-04T05:00:00Z	19	2.6
2001-06-04T05:00:00Z	20	2.2
2001-06-04T05:00:00Z	21	1.6
2001-06-04T05:00:00Z	22	1.4
2001-06-04T05:00:00Z	23	1
2001-06-04T05:00:00Z	24	0.7
2001-06-04T05:00:00Z	24.2	0.4
2001-06-18T05:00:00Z	0	9.3
2001-06-18T05:00:00Z	1	9.3
2001-06-18T05:00:00Z	2	9.4
2001-06-18T05:00:00Z	3	9.4
2001-06-18T05:00:00Z	4	9.5
2001-06-18T05:00:00Z	5	9.4
2001-06-18T05:00:00Z	6	9.5
2001-06-18T05:00:00Z	7	9.4
2001-06-18T05:00:00Z	8	9.2
2001-06-18T05:00:00Z	8.5	9.2
2001-06-18T05:00:00Z	9	8.6
2001-06-18T05:00:00Z	9.5	6.2
2001-06-18T05:00:00Z	10	5.7
2001-06-18T05:00:00Z	10.5	5.7
2001-06-18T05:00:00Z	11	5.8
2001-06-18T05:00:00Z	11.5	5.7
2001-06-18T05:00:00Z	12	5.5
2001-06-18T05:00:00Z	12.5	5.1
2001-06-18T05:00:00Z	13	5
2001-06-18T05:00:00Z	14	3.9
2001-06-18T05:00:00Z	15	3.8
2001-06-18T05:00:00Z	16	3.8
2001-06-18T05:00:00Z	17	3.6
2001-06-18T05:00:00Z	18	2.6
2001-06-18T05:00:00Z	19	1.6
2001-06-18T05:00:00Z	20	1
2001-06-18T05:00:00Z	21	0.9
2001-06-18T05:00:00Z	22	1
2001-06-18T05:00:00Z	23	0.9
2001-06-18T05:00:00Z	24	0.8
2001-06-18T05:00:00Z	24.1	0.5
2001-07-02T05:00:00Z	0	10.8
2001-07-02T05:00:00Z	1	10.7
2001-07-02T05:00:00Z	2	10.7
2001-07-02T05:00:00Z	3	10.6
2001-07-02T05:00:00Z	4	10.6
2001-07-02T05:00:00Z	5	10.6
2001-07-02T05:00:00Z	6	9
2001-07-02T05:00:00Z	6.5	7.9
2001-07-02T05:00:00Z	7	6.6
2001-07-02T05:00:00Z	7.5	6.7
2001-07-02T05:00:00Z	8	6.6
2001-07-02T05:00:00Z	8.5	6.3
2001-07-02T05:00:00Z	9	6.1
2001-07-02T05:00:00Z	9.5	6.5
2001-07-02T05:00:00Z	10	6.6
2001-07-02T05:00:00Z	10.5	6.2
2001-07-02T05:00:00Z	11	4.9
2001-07-02T05:00:00Z	11.5	4.6
2001-07-02T05:00:00Z	12	4.1
2001-07-02T05:00:00Z	13	3.9
2001-07-02T05:00:00Z	14	3.6
2001-07-02T05:00:00Z	15	2.5
2001-07-02T05:00:00Z	16	1.7
2001-07-02T05:00:00Z	17	0.8
2001-07-02T05:00:00Z	18	0.8
2001-07-02T05:00:00Z	19	0.7
2001-07-02T05:00:00Z	20	0.7
2001-07-02T05:00:00Z	21	0.7
2001-07-02T05:00:00Z	22	0.8
2001-07-02T05:00:00Z	23	0.8
2001-07-02T05:00:00Z	24	0.7
2001-07-02T05:00:00Z	24.2	0.7
2001-07-16T05:00:00Z	0	10.3
2001-07-16T05:00:00Z	1	10.3
2001-07-16T05:00:00Z	2	10.3
2001-07-16T05:00:00Z	3	10.1
2001-07-16T05:00:00Z	4	10.3
2001-07-16T05:00:00Z	5	7.6
2001-07-16T05:00:00Z	5.5	6.3
2001-07-16T05:00:00Z	6	4.1
2001-07-16T05:00:00Z	6.5	4.1
2001-07-16T05:00:00Z	7	3.7
2001-07-16T05:00:00Z	7.5	3.1
2001-07-16T05:00:00Z	8	3.4
2001-07-16T05:00:00Z	8.5	3.3
2001-07-16T05:00:00Z	9	3.3
2001-07-16T05:00:00Z	9.5	3.1
2001-07-16T05:00:00Z	10	3
2001-07-16T05:00:00Z	10.5	2.2
2001-07-16T05:00:00Z	11	1
2001-07-16T05:00:00Z	11.5	0.8
2001-07-16T05:00:00Z	12	0.3
2001-07-16T05:00:00Z	12.5	0.1
2001-07-16T05:00:00Z	13	0.1
2001-07-16T05:00:00Z	13.5	0.1
2001-07-16T05:00:00Z	14	0.1
2001-07-16T05:00:00Z	15	0.1
2001-07-16T05:00:00Z	16	0.1
2001-07-16T05:00:00Z	17	0.1
2001-07-16T05:00:00Z	18	0.1
2001-07-16T05:00:00Z	19	0.1
2001-07-16T05:00:00Z	20	0.1
2001-07-16T05:00:00Z	21	0.1
2001-07-16T05:00:00Z	22	0.1
2001-07-16T05:00:00Z	23	0.1
2001-07-16T05:00:00Z	24	0.1
2001-07-16T05:00:00Z	24.2	0.2
2001-07-30T05:00:00Z	0	9.4
2001-07-30T05:00:00Z	1	9.1
2001-07-30T05:00:00Z	2	9.1
2001-07-30T05:00:00Z	3	8.2
2001-07-30T05:00:00Z	4	7.9
2001-07-30T05:00:00Z	5	5.7
2001-07-30T05:00:00Z	6	5.6
2001-07-30T05:00:00Z	7	4.6
2001-07-30T05:00:00Z	7.5	1.7
2001-07-30T05:00:00Z	8	0.4
2001-07-30T05:00:00Z	8.5	0.4
2001-07-30T05:00:00Z	9	0.4
2001-07-30T05:00:00Z	9.5	0.4
2001-07-30T05:00:00Z	10	0.4
2001-07-30T05:00:00Z	10.5	0.4
2001-07-30T05:00:00Z	11	0.4
2001-07-30T05:00:00Z	11.5	0.4
2001-07-30T05:00:00Z	12	0.4
2001-07-30T05:00:00Z	12.5	0.4
2001-07-30T05:00:00Z	13	0.4
2001-07-30T05:00:00Z	13.5	0.3
2001-07-30T05:00:00Z	14	0.4
2001-07-30T05:00:00Z	14.5	0.4
2001-07-30T05:00:00Z	15	0.4
2001-07-30T05:00:00Z	16	0.4
2001-07-30T05:00:00Z	17	0.4
2001-07-30T05:00:00Z	18	0.4
2001-07-30T05:00:00Z	19	0.4
2001-07-30T05:00:00Z	20	0.4
2001-07-30T05:00:00Z	21	0.4
2001-07-30T05:00:00Z	22	0.4
2001-07-30T05:00:00Z	23	0.4
2001-07-30T05:00:00Z	24	0.4
2001-07-30T05:00:00Z	24.2	0.4
2001-08-13T05:00:00Z	0	6.5
2001-08-13T05:00:00Z	1	6.5
2001-08-13T05:00:00Z	2	6.7
2001-08-13T05:00:00Z	3	6.7
2001-08-13T05:00:00Z	4	6.6
2001-08-13T05:00:00Z	5	6.5
2001-08-13T05:00:00Z	6	6.5
2001-08-13T05:00:00Z	7	6.5
2001-08-13T05:00:00Z	8	0.6
2001-08-13T05:00:00Z	8.5	0.5
2001-08-13T05:00:00Z	9	0.5
2001-08-13T05:00:00Z	9.5	0.5
2001-08-13T05:00:00Z	10	0.6
2001-08-13T05:00:00Z	10.5	0.6
2001-08-13T05:00:00Z	11	0.7
2001-08-13T05:00:00Z	11.5	0.6
2001-08-13T05:00:00Z	12	0.6
2001-08-13T05:00:00Z	12.5	0.6
2001-08-13T05:00:00Z	13	0.6
2001-08-13T05:00:00Z	13.5	0.6
2001-08-13T05:00:00Z	14	0.6
2001-08-13T05:00:00Z	14.5	0.6
2001-08-13T05:00:00Z	15	0.6
2001-08-13T05:00:00Z	15.5	0.6
2001-08-13T05:00:00Z	16	0.6
2001-08-13T05:00:00Z	16.5	0.6
2001-08-13T05:00:00Z	17	0.6
2001-08-13T05:00:00Z	17.5	0.6
2001-08-13T05:00:00Z	18	0.6
2001-08-13T05:00:00Z	18.5	0.6
2001-08-13T05:00:00Z	19	0.6
2001-08-13T05:00:00Z	19.5	0.6
2001-08-13T05:00:00Z	20	0.6
2001-08-13T05:00:00Z	20.5	0.6
2001-08-13T05:00:00Z	21	0.6
2001-08-13T05:00:00Z	21.5	0.6
2001-08-13T05:00:00Z	22	0.6
2001-08-13T05:00:00Z	22.5	0.6
2001-08-13T05:00:00Z	23	0.6
2001-08-13T05:00:00Z	23.3	0.6
2001-08-27T05:00:00Z	0	7.7
2001-08-27T05:00:00Z	1	7.7
2001-08-27T05:00:00Z	2	7.8
2001-08-27T05:00:00Z	3	7.9
2001-08-27T05:00:00Z	4	7.9
2001-08-27T05:00:00Z	5	7.9
2001-08-27T05:00:00Z	6	7.6
2001-08-27T05:00:00Z	7	7.4
2001-08-27T05:00:00Z	8	7
2001-08-27T05:00:00Z	9	5.6
2001-08-27T05:00:00Z	10	3.8
2001-08-27T05:00:00Z	10.5	2.5
2001-08-27T05:00:00Z	11	1.1
2001-08-27T05:00:00Z	11.5	0.9
2001-08-27T05:00:00Z	12	1
2001-08-27T05:00:00Z	12.5	1
2001-08-27T05:00:00Z	13	1.1
2001-08-27T05:00:00Z	13.5	1.1
2001-08-27T05:00:00Z	14	1.1
2001-08-27T05:00:00Z	15	1.1
2001-08-27T05:00:00Z	16	1
2001-08-27T05:00:00Z	17	0.9
2001-08-27T05:00:00Z	18	1
2001-08-27T05:00:00Z	19	1
2001-08-27T05:00:00Z	20	1
2001-08-27T05:00:00Z	21	1
2001-08-27T05:00:00Z	22	0.9
2001-08-27T05:00:00Z	23	1
2001-09-26T05:00:00Z	0	7.1
2001-09-26T05:00:00Z	1	6.9
2001-09-26T05:00:00Z	2	6.9
2001-09-26T05:00:00Z	3	6.9
2001-09-26T05:00:00Z	4	6.9
2001-09-26T05:00:00Z	5	6.9
2001-09-26T05:00:00Z	6	6.9
2001-09-26T05:00:00Z	7	6.9
2001-09-26T05:00:00Z	8	6.9
2001-09-26T05:00:00Z	9	6.9
2001-09-26T05:00:00Z	10	6.7
2001-09-26T05:00:00Z	11	6.9
2001-09-26T05:00:00Z	12	6.9
2001-09-26T05:00:00Z	13	6.9
2001-09-26T05:00:00Z	14	6.9
2001-09-26T05:00:00Z	15	7
2001-09-26T05:00:00Z	17	6.7
2001-09-26T05:00:00Z	17.5	1
2001-09-26T05:00:00Z	18	0.9
2001-09-26T05:00:00Z	18.5	0.7
2001-09-26T05:00:00Z	19	0.8
2001-09-26T05:00:00Z	20	0.8
2001-09-26T05:00:00Z	21	0.8
2001-09-26T05:00:00Z	22	0.8
2001-09-26T05:00:00Z	23	0.8
2001-09-26T05:00:00Z	23.8	0.8
2001-10-22T05:00:00Z	0	7.2
2001-10-22T05:00:00Z	1	7.2
2001-10-22T05:00:00Z	2	7.1
2001-10-22T05:00:00Z	3	7.2
2001-10-22T05:00:00Z	4	7.2
2001-10-22T05:00:00Z	5	7.2
2001-10-22T05:00:00Z	6	7.2
2001-10-22T05:00:00Z	7	7.2
2001-10-22T05:00:00Z	8	7.2
2001-10-22T05:00:00Z	9	7.1
2001-10-22T05:00:00Z	10	7.1
2001-10-22T05:00:00Z	11	7
2001-10-22T05:00:00Z	12	7
2001-10-22T05:00:00Z	13	7
2001-10-22T05:00:00Z	14	6.9
2001-10-22T05:00:00Z	15	7
2001-10-22T05:00:00Z	16	7
2001-10-22T05:00:00Z	17	6.9
2001-10-22T05:00:00Z	18	6.8
2001-10-22T05:00:00Z	19	6.7
2001-10-22T05:00:00Z	20	6.7
2001-10-22T05:00:00Z	21	6.8
2001-10-22T05:00:00Z	22	6.7
2001-10-22T05:00:00Z	23	6.6
2001-10-22T05:00:00Z	24	6.5
2001-10-22T05:00:00Z	24.2	6.3
2001-11-26T06:00:00Z	0	9.9
2001-11-26T06:00:00Z	1	10
2001-11-26T06:00:00Z	2	10.1
2001-11-26T06:00:00Z	3	10.2
2001-11-26T06:00:00Z	4	10.2
2001-11-26T06:00:00Z	5	10.2
2001-11-26T06:00:00Z	6	10.2
2001-11-26T06:00:00Z	7	10.2
2001-11-26T06:00:00Z	8	10.2
2001-11-26T06:00:00Z	9	10.2
2001-11-26T06:00:00Z	10	10.3
2001-11-26T06:00:00Z	11	10.3
2001-11-26T06:00:00Z	12	10.3
2001-11-26T06:00:00Z	13	10.3
2001-11-26T06:00:00Z	14	10.3
2001-11-26T06:00:00Z	15	10.3
2001-11-26T06:00:00Z	16	10.2
2001-11-26T06:00:00Z	17	10.3
2001-11-26T06:00:00Z	18	10.3
2001-11-26T06:00:00Z	19	10.3
2001-11-26T06:00:00Z	20	10.3
2001-11-26T06:00:00Z	21	10.3
2001-11-26T06:00:00Z	22	10.3
2001-11-26T06:00:00Z	23	10.3
2001-11-26T06:00:00Z	24	10
2002-03-28T06:00:00Z	0	17.2
2002-03-28T06:00:00Z	1	17.4
2002-03-28T06:00:00Z	2	17.4
2002-03-28T06:00:00Z	3	17.4
2002-03-28T06:00:00Z	4	17.6
2002-03-28T06:00:00Z	5	15.9
2002-03-28T06:00:00Z	6	15.8
2002-03-28T06:00:00Z	7	15.9
2002-03-28T06:00:00Z	8	16.1
2002-03-28T06:00:00Z	9	16.1
2002-03-28T06:00:00Z	10	17.5
2002-03-28T06:00:00Z	11	17.6
2002-03-28T06:00:00Z	12	17.6
2002-03-28T06:00:00Z	13	17.5
2002-03-28T06:00:00Z	14	17.6
2002-03-28T06:00:00Z	15	16.5
2002-03-28T06:00:00Z	16	16.4
2002-03-28T06:00:00Z	17	16.3
2002-03-28T06:00:00Z	18	17.6
2002-03-28T06:00:00Z	19	17.5
2002-03-28T06:00:00Z	20	17.6
2002-03-28T06:00:00Z	21	17.6
2002-03-28T06:00:00Z	22	14.9
2002-03-28T06:00:00Z	23	12.5
2002-04-08T05:00:00Z	0	16.9
2002-04-08T05:00:00Z	1	18.1
2002-04-08T05:00:00Z	2	17.5
2002-04-08T05:00:00Z	3	17.7
2002-04-08T05:00:00Z	4	17.8
2002-04-08T05:00:00Z	5	17.9
2002-04-08T05:00:00Z	6	17.9
2002-04-08T05:00:00Z	7	17.9
2002-04-08T05:00:00Z	8	18
2002-04-08T05:00:00Z	9	18
2002-04-08T05:00:00Z	10	18.1
2002-04-08T05:00:00Z	11	18.1
2002-04-08T05:00:00Z	12	18.2
2002-04-08T05:00:00Z	13	18
2002-04-08T05:00:00Z	14	18.2
2002-04-08T05:00:00Z	15	18.2
2002-04-08T05:00:00Z	16	18.2
2002-04-08T05:00:00Z	17	18
2002-04-08T05:00:00Z	18	18.2
2002-04-08T05:00:00Z	19	18.2
2002-04-08T05:00:00Z	20	18.1
2002-04-08T05:00:00Z	21	18
2002-04-08T05:00:00Z	22	18.1
2002-04-08T05:00:00Z	23	18
2002-04-08T05:00:00Z	24	18
2002-04-24T05:00:00Z	0	12.7
2002-04-24T05:00:00Z	1	13
2002-04-24T05:00:00Z	2	13.2
2002-04-24T05:00:00Z	3	13.4
2002-04-24T05:00:00Z	4	13.4
2002-04-24T05:00:00Z	5	13.4
2002-04-24T05:00:00Z	6	13.4
2002-04-24T05:00:00Z	7	13.5
2002-04-24T05:00:00Z	8	13.5
2002-04-24T05:00:00Z	9	13.4
2002-04-24T05:00:00Z	10	13.5
2002-04-24T05:00:00Z	11	13.5
2002-04-24T05:00:00Z	12	13.4
2002-04-24T05:00:00Z	13	13.4
2002-04-24T05:00:00Z	14	13.4
2002-04-24T05:00:00Z	15	13.4
2002-04-24T05:00:00Z	16	13.4
2002-04-24T05:00:00Z	17	13.5
2002-04-24T05:00:00Z	18	13.4
2002-04-24T05:00:00Z	19	13.3
2002-04-24T05:00:00Z	20	13.3
2002-04-24T05:00:00Z	21	13.3
2002-04-24T05:00:00Z	22	13.4
2002-04-24T05:00:00Z	23	13.3
2002-04-24T05:00:00Z	23.9	12.7
2002-05-06T05:00:00Z	0	10.8
2002-05-06T05:00:00Z	1	10.9
2002-05-06T05:00:00Z	2	11.3
2002-05-06T05:00:00Z	3	11.3
2002-05-06T05:00:00Z	4	11.3
2002-05-06T05:00:00Z	5	11.3
2002-05-06T05:00:00Z	6	11.3
2002-05-06T05:00:00Z	7	11.4
2002-05-06T05:00:00Z	8	11.4
2002-05-06T05:00:00Z	9	11.4
2002-05-06T05:00:00Z	10	11.3
2002-05-06T05:00:00Z	11	11.5
2002-05-06T05:00:00Z	12	11.5
2002-05-06T05:00:00Z	13	11.4
2002-05-06T05:00:00Z	14	11.5
2002-05-06T05:00:00Z	15	11.5
2002-05-06T05:00:00Z	16	11.4
2002-05-06T05:00:00Z	17	11.4
2002-05-06T05:00:00Z	18	11.5
2002-05-06T05:00:00Z	19	11.4
2002-05-06T05:00:00Z	20	11.3
2002-05-06T05:00:00Z	21	11.3
2002-05-06T05:00:00Z	22	11.2
2002-05-06T05:00:00Z	23	11.1
2002-05-06T05:00:00Z	24	11.1
2002-05-06T05:00:00Z	24.5	10
2002-05-20T05:00:00Z	0	10.2
2002-05-20T05:00:00Z	1	10.2
2002-05-20T05:00:00Z	2	10.3
2002-05-20T05:00:00Z	3	10.3
2002-05-20T05:00:00Z	4	10.3
2002-05-20T05:00:00Z	5	10.3
2002-05-20T05:00:00Z	6	10.3
2002-05-20T05:00:00Z	7	10.3
2002-05-20T05:00:00Z	8	10.4
2002-05-20T05:00:00Z	9	10.4
2002-05-20T05:00:00Z	10	10.4
2002-05-20T05:00:00Z	11	10.4
2002-05-20T05:00:00Z	12	10.4
2002-05-20T05:00:00Z	13	10.4
2002-05-20T05:00:00Z	14	10.3
2002-05-20T05:00:00Z	15	10.3
2002-05-20T05:00:00Z	16	10.3
2002-05-20T05:00:00Z	17	10.3
2002-05-20T05:00:00Z	18	10.1
2002-05-20T05:00:00Z	19	10
2002-05-20T05:00:00Z	20	10
2002-05-20T05:00:00Z	21	9.9
2002-05-20T05:00:00Z	22	9.6
2002-05-20T05:00:00Z	23	9.4
2002-05-20T05:00:00Z	24	8.3
2002-05-20T05:00:00Z	24.5	6.2
2002-06-03T05:00:00Z	0	9.5
2002-06-03T05:00:00Z	1	9.6
2002-06-03T05:00:00Z	2	9.7
2002-06-03T05:00:00Z	3	9.9
2002-06-03T05:00:00Z	4	9.9
2002-06-03T05:00:00Z	5	9.8
2002-06-03T05:00:00Z	6	9.8
2002-06-03T05:00:00Z	7	9.8
2002-06-03T05:00:00Z	8	9.7
2002-06-03T05:00:00Z	9	9.7
2002-06-03T05:00:00Z	10	9.7
2002-06-03T05:00:00Z	11	9.7
2002-06-03T05:00:00Z	12	9.7
2002-06-03T05:00:00Z	13	9.7
2002-06-03T05:00:00Z	14	9.5
2002-06-03T05:00:00Z	15	9.5
2002-06-03T05:00:00Z	16	9.5
2002-06-03T05:00:00Z	17	9.5
2002-06-03T05:00:00Z	18	9.3
2002-06-03T05:00:00Z	19	9.3
2002-06-03T05:00:00Z	19.5	8.8
2002-06-03T05:00:00Z	20	8.6
2002-06-03T05:00:00Z	20.5	8
2002-06-03T05:00:00Z	21	7.9
2002-06-03T05:00:00Z	21.5	7.7
2002-06-03T05:00:00Z	22	7.3
2002-06-03T05:00:00Z	22.5	7.1
2002-06-03T05:00:00Z	23	7.1
2002-06-03T05:00:00Z	24	6.8
2002-06-03T05:00:00Z	24.5	6.1
2002-06-18T05:00:00Z	0	8.7
2002-06-18T05:00:00Z	1	8.7
2002-06-18T05:00:00Z	2	8.8
2002-06-18T05:00:00Z	3	8.9
2002-06-18T05:00:00Z	4	8.8
2002-06-18T05:00:00Z	5	8.9
2002-06-18T05:00:00Z	6	9
2002-06-18T05:00:00Z	7	9
2002-06-18T05:00:00Z	7.5	8.7
2002-06-18T05:00:00Z	8	8.6
2002-06-18T05:00:00Z	8.5	8.6
2002-06-18T05:00:00Z	9	8.6
2002-06-18T05:00:00Z	9.5	8.4
2002-06-18T05:00:00Z	10	8.4
2002-06-18T05:00:00Z	10.5	8.4
2002-06-18T05:00:00Z	11	8.3
2002-06-18T05:00:00Z	11.5	8.2
2002-06-18T05:00:00Z	12	8.1
2002-06-18T05:00:00Z	12.5	7.2
2002-06-18T05:00:00Z	13	7.2
2002-06-18T05:00:00Z	14	6.8
2002-06-18T05:00:00Z	15	6.8
2002-06-18T05:00:00Z	16	6.5
2002-06-18T05:00:00Z	17	6.2
2002-06-18T05:00:00Z	18	6.2
2002-06-18T05:00:00Z	19	5.4
2002-06-18T05:00:00Z	20	4.5
2002-06-18T05:00:00Z	20.5	4.2
2002-06-18T05:00:00Z	21	4.1
2002-06-18T05:00:00Z	21.5	3.9
2002-06-18T05:00:00Z	22	3.9
2002-06-18T05:00:00Z	23	3.8
2002-06-18T05:00:00Z	24	3.7
2002-06-18T05:00:00Z	24.5	3
2002-07-01T05:00:00Z	0	10.6
2002-07-01T05:00:00Z	1	10.6
2002-07-01T05:00:00Z	2	10.7
2002-07-01T05:00:00Z	3	10.6
2002-07-01T05:00:00Z	4	10.6
2002-07-01T05:00:00Z	5	10.6
2002-07-01T05:00:00Z	6	10.4
2002-07-01T05:00:00Z	7	7.9
2002-07-01T05:00:00Z	7.5	7.4
2002-07-01T05:00:00Z	8	6.9
2002-07-01T05:00:00Z	8.5	6.8
2002-07-01T05:00:00Z	9	6.4
2002-07-01T05:00:00Z	9.5	6.3
2002-07-01T05:00:00Z	10	6.2
2002-07-01T05:00:00Z	10.5	5.9
2002-07-01T05:00:00Z	11	5.8
2002-07-01T05:00:00Z	11.5	5.7
2002-07-01T05:00:00Z	12	5.6
2002-07-01T05:00:00Z	12.5	5.4
2002-07-01T05:00:00Z	13	5.3
2002-07-01T05:00:00Z	14	4.8
2002-07-01T05:00:00Z	14.5	4.4
2002-07-01T05:00:00Z	15	4.3
2002-07-01T05:00:00Z	15.5	3.7
2002-07-01T05:00:00Z	16	3.4
2002-07-01T05:00:00Z	16.5	3.4
2002-07-01T05:00:00Z	17	3
2002-07-01T05:00:00Z	18	2.9
2002-07-01T05:00:00Z	19	2.2
2002-07-01T05:00:00Z	20	1.9
2002-07-01T05:00:00Z	20.5	1.2
2002-07-01T05:00:00Z	21	1.1
2002-07-01T05:00:00Z	22	0.6
2002-07-15T05:00:00Z	0	11.2
2002-07-15T05:00:00Z	1	11.5
2002-07-15T05:00:00Z	2	11.7
2002-07-15T05:00:00Z	3	11.5
2002-07-15T05:00:00Z	4	11.7
2002-07-15T05:00:00Z	5	11.5
2002-07-15T05:00:00Z	6	9.4
2002-07-15T05:00:00Z	6.5	8.7
2002-07-15T05:00:00Z	7	8
2002-07-15T05:00:00Z	7.5	7
2002-07-15T05:00:00Z	8	4.1
2002-07-15T05:00:00Z	8.5	3.8
2002-07-15T05:00:00Z	9	3.5
2002-07-15T05:00:00Z	9.5	3.4
2002-07-15T05:00:00Z	10	2.7
2002-07-15T05:00:00Z	10.5	2.6
2002-07-15T05:00:00Z	11	2.4
2002-07-15T05:00:00Z	11.5	2.2
2002-07-15T05:00:00Z	12	2.1
2002-07-15T05:00:00Z	12.5	2.1
2002-07-15T05:00:00Z	13	2.3
2002-07-15T05:00:00Z	13.5	2.3
2002-07-15T05:00:00Z	14	2.3
2002-07-15T05:00:00Z	14.5	2.1
2002-07-15T05:00:00Z	15	2
2002-07-15T05:00:00Z	15.5	1.8
2002-07-15T05:00:00Z	16	1.5
2002-07-15T05:00:00Z	16.5	0.9
2002-07-15T05:00:00Z	17	0.6
2002-07-15T05:00:00Z	18	0.4
2002-07-15T05:00:00Z	19	0.4
2002-07-15T05:00:00Z	20	0.3
2002-07-15T05:00:00Z	21	0.3
2002-07-15T05:00:00Z	22	0.3
2002-07-15T05:00:00Z	23	0.3
2002-07-26T05:00:00Z	0	9.3
2002-07-26T05:00:00Z	1	9.4
2002-07-26T05:00:00Z	2	9.3
2002-07-26T05:00:00Z	3	9.3
2002-07-26T05:00:00Z	4	9.2
2002-07-26T05:00:00Z	5	9.1
2002-07-26T05:00:00Z	6	9.1
2002-07-26T05:00:00Z	7	8.4
2002-07-26T05:00:00Z	7.5	7.8
2002-07-26T05:00:00Z	8	6.9
2002-07-26T05:00:00Z	8.5	3.3
2002-07-26T05:00:00Z	9	1
2002-07-26T05:00:00Z	9.5	0.9
2002-07-26T05:00:00Z	10	0.7
2002-07-26T05:00:00Z	10.5	0.6
2002-07-26T05:00:00Z	11	0.5
2002-07-26T05:00:00Z	12	0.5
2002-07-26T05:00:00Z	13	0.3
2002-07-26T05:00:00Z	14	0.2
2002-07-26T05:00:00Z	15	0.1
2002-07-26T05:00:00Z	16	0.1
2002-07-26T05:00:00Z	17	0.1
2002-07-26T05:00:00Z	18	0.1
2002-07-26T05:00:00Z	19	0.1
2002-07-26T05:00:00Z	20	0.1
2002-07-26T05:00:00Z	21	0.1
2002-07-26T05:00:00Z	22	0.1
2002-07-26T05:00:00Z	23	0.1
2002-08-12T05:00:00Z	0	8.6
2002-08-12T05:00:00Z	1	8.6
2002-08-12T05:00:00Z	2	8.6
2002-08-12T05:00:00Z	3	8.6
2002-08-12T05:00:00Z	4	8.5
2002-08-12T05:00:00Z	5	8.5
2002-08-12T05:00:00Z	6	8.5
2002-08-12T05:00:00Z	7	8.4
2002-08-12T05:00:00Z	8	8.3
2002-08-12T05:00:00Z	9	4.8
2002-08-12T05:00:00Z	9.5	0.6
2002-08-12T05:00:00Z	10	0.2
2002-08-12T05:00:00Z	10.5	0.1
2002-08-12T05:00:00Z	11	0.1
2002-08-12T05:00:00Z	11.5	0.1
2002-08-12T05:00:00Z	12	0
2002-08-12T05:00:00Z	12.5	0
2002-08-12T05:00:00Z	13	0
2002-08-12T05:00:00Z	14	0
2002-08-12T05:00:00Z	15	0
2002-08-12T05:00:00Z	16	0
2002-08-12T05:00:00Z	17	0
2002-08-12T05:00:00Z	18	0
2002-08-12T05:00:00Z	19	0
2002-08-12T05:00:00Z	20	0
2002-08-12T05:00:00Z	21	0
2002-08-12T05:00:00Z	22	0
2002-08-12T05:00:00Z	23	0
2002-08-26T05:00:00Z	0	8.7
2002-08-26T05:00:00Z	1	8.8
2002-08-26T05:00:00Z	2	8.6
2002-08-26T05:00:00Z	3	8.8
2002-08-26T05:00:00Z	4	8.5
2002-08-26T05:00:00Z	5	8.5
2002-08-26T05:00:00Z	6	8.2
2002-08-26T05:00:00Z	7	7.7
2002-08-26T05:00:00Z	8	7.6
2002-08-26T05:00:00Z	9	5.6
2002-08-26T05:00:00Z	9.5	3.5
2002-08-26T05:00:00Z	10	1.8
2002-08-26T05:00:00Z	10.5	1
2002-08-26T05:00:00Z	11	0.8
2002-08-26T05:00:00Z	12	0.6
2002-08-26T05:00:00Z	13	0.5
2002-08-26T05:00:00Z	14	0.4
2002-08-26T05:00:00Z	15	0.4
2002-08-26T05:00:00Z	16	0.4
2002-08-26T05:00:00Z	17	0.3
2002-08-26T05:00:00Z	18	0.3
2002-08-26T05:00:00Z	19	0.3
2002-08-26T05:00:00Z	20	0.2
2002-08-26T05:00:00Z	21	0.2
2002-08-26T05:00:00Z	22	0.2
2002-08-26T05:00:00Z	23	0.2
2002-08-26T05:00:00Z	23.5	0.2
2002-09-23T05:00:00Z	0	8.5
2002-09-23T05:00:00Z	1	8.5
2002-09-23T05:00:00Z	2	8.4
2002-09-23T05:00:00Z	3	8.4
2002-09-23T05:00:00Z	4	8.3
2002-09-23T05:00:00Z	5	8.3
2002-09-23T05:00:00Z	6	8.2
2002-09-23T05:00:00Z	7	8.2
2002-09-23T05:00:00Z	8	8.1
2002-09-23T05:00:00Z	9	8.1
2002-09-23T05:00:00Z	10	8.1
2002-09-23T05:00:00Z	11	8
2002-09-23T05:00:00Z	12	7.6
2002-09-23T05:00:00Z	12.5	4.2
2002-09-23T05:00:00Z	13	2.9
2002-09-23T05:00:00Z	13.5	2.6
2002-09-23T05:00:00Z	14	2.3
2002-09-23T05:00:00Z	15	2.1
2002-09-23T05:00:00Z	16	1.9
2002-09-23T05:00:00Z	17	1.7
2002-09-23T05:00:00Z	18	1.5
2002-09-23T05:00:00Z	19	1.4
2002-09-23T05:00:00Z	20	1.4
2002-09-23T05:00:00Z	21	1.3
2002-09-23T05:00:00Z	22	1
2002-09-23T05:00:00Z	23	1
2002-09-23T05:00:00Z	24	0.8
2002-09-23T05:00:00Z	24.2	0.8
2002-10-21T05:00:00Z	0	7.9
2002-10-21T05:00:00Z	1	7.9
2002-10-21T05:00:00Z	2	7.9
