ActivityStartDate	ActivityDepthHeightMeasure.MeasureValue	ResultMeasureValue
2007-08-06T05:00:00Z	13	0.2
2007-08-06T05:00:00Z	14	0.2
2007-08-06T05:00:00Z	15	0.2
2007-08-06T05:00:00Z	16	0.2
2007-08-06T05:00:00Z	17	0.2
2007-08-06T05:00:00Z	18	0.2
2007-08-06T05:00:00Z	19	0.2
2007-08-06T05:00:00Z	20	0.3
2007-08-06T05:00:00Z	21	0.3
2007-08-06T05:00:00Z	22	0.3
2007-08-06T05:00:00Z	23	0.4
2007-08-06T05:00:00Z	24	0.4
2007-08-20T05:00:00Z	0	6.8
2007-08-20T05:00:00Z	1	6.7
2007-08-20T05:00:00Z	2	6.7
2007-08-20T05:00:00Z	3	6.8
2007-08-20T05:00:00Z	4	6.7
2007-08-20T05:00:00Z	5	6.7
2007-08-20T05:00:00Z	6	6.6
2007-08-20T05:00:00Z	7	6.5
2007-08-20T05:00:00Z	8	6.5
2007-08-20T05:00:00Z	9	6.3
2007-08-20T05:00:00Z	10	6.2
2007-08-20T05:00:00Z	10.5	5.6
2007-08-20T05:00:00Z	11	1.5
2007-08-20T05:00:00Z	11.5	1.1
2007-08-20T05:00:00Z	12	0.2
2007-08-20T05:00:00Z	12.5	0.2
2007-08-20T05:00:00Z	13	0.2
2007-08-20T05:00:00Z	13.5	0.2
2007-08-20T05:00:00Z	14	0.2
2007-08-20T05:00:00Z	15	0.2
2007-08-20T05:00:00Z	16	0.2
2007-08-20T05:00:00Z	17	0.2
2007-08-20T05:00:00Z	18	0.3
2007-08-20T05:00:00Z	19	0.3
2007-08-20T05:00:00Z	20	0.3
2007-08-20T05:00:00Z	21	0.4
2007-08-20T05:00:00Z	22	0.4
2007-08-20T05:00:00Z	23	0.5
2007-08-20T05:00:00Z	24	0.5
2007-08-20T05:00:00Z	24.4	0.7
2007-09-04T05:00:00Z	0	9.6
2007-09-04T05:00:00Z	1	9.6
2007-09-04T05:00:00Z	2	9.6
2007-09-04T05:00:00Z	3	9.5
2007-09-04T05:00:00Z	4	9
2007-09-04T05:00:00Z	5	8.8
2007-09-04T05:00:00Z	6	8.7
2007-09-04T05:00:00Z	7	8.6
2007-09-04T05:00:00Z	8	7.2
2007-09-04T05:00:00Z	9	4.7
2007-09-04T05:00:00Z	10	2.6
2007-09-04T05:00:00Z	11	0.5
2007-09-04T05:00:00Z	12	0.3
2007-09-04T05:00:00Z	13	0.3
2007-09-04T05:00:00Z	14	0.3
2007-09-04T05:00:00Z	15	0.3
2007-09-04T05:00:00Z	16	0.3
2007-09-04T05:00:00Z	17	0.3
2007-09-04T05:00:00Z	18	0.3
2007-09-04T05:00:00Z	19	0.3
2007-09-04T05:00:00Z	20	0.3
2007-09-04T05:00:00Z	21	0.3
2007-09-04T05:00:00Z	22	0.2
2007-09-04T05:00:00Z	23	0.2
2007-09-04T05:00:00Z	24	0.1
2007-09-04T05:00:00Z	24.9	0.1
2007-10-01T05:00:00Z	0	8
2007-10-01T05:00:00Z	1	8
2007-10-01T05:00:00Z	2	8
2007-10-01T05:00:00Z	3	8
2007-10-01T05:00:00Z	4	8
2007-10-01T05:00:00Z	5	7.9
2007-10-01T05:00:00Z	6	7.9
2007-10-01T05:00:00Z	7	8
2007-10-01T05:00:00Z	8	8
2007-10-01T05:00:00Z	9	8
2007-10-01T05:00:00Z	10	7.9
2007-10-01T05:00:00Z	11	7.9
2007-10-01T05:00:00Z	11.5	7.9
2007-10-01T05:00:00Z	12	7.5
2007-10-01T05:00:00Z	12.5	6.7
2007-10-01T05:00:00Z	13	2.7
2007-10-01T05:00:00Z	13.5	0.1
2007-10-01T05:00:00Z	14	0.1
2007-10-01T05:00:00Z	15	0.1
2007-10-01T05:00:00Z	16	0.1
2007-10-01T05:00:00Z	17	0.1
2007-10-01T05:00:00Z	18	0.1
2007-10-01T05:00:00Z	19	0.1
2007-10-01T05:00:00Z	20	0.1
2007-10-01T05:00:00Z	21	0.1
2007-10-01T05:00:00Z	22	0.1
2007-10-01T05:00:00Z	23	0.1
2007-10-01T05:00:00Z	24	0.1
2007-10-01T05:00:00Z	24.5	0.1
2007-10-29T05:00:00Z	0	7.5
2007-10-29T05:00:00Z	1	7.4
2007-10-29T05:00:00Z	2	7.5
2007-10-29T05:00:00Z	3	7.5
2007-10-29T05:00:00Z	4	7.5
2007-10-29T05:00:00Z	5	7.5
2007-10-29T05:00:00Z	6	7.4
2007-10-29T05:00:00Z	7	7.5
2007-10-29T05:00:00Z	8	7.5
2007-10-29T05:00:00Z	9	7.5
2007-10-29T05:00:00Z	10	7.5
2007-10-29T05:00:00Z	11	7.5
2007-10-29T05:00:00Z	12	7.6
2007-10-29T05:00:00Z	13	7.5
2007-10-29T05:00:00Z	14	7.6
2007-10-29T05:00:00Z	15	7.6
2007-10-29T05:00:00Z	16	7.6
2007-10-29T05:00:00Z	17	7.6
2007-10-29T05:00:00Z	18	7.6
2007-10-29T05:00:00Z	19	7.6
2007-10-29T05:00:00Z	20	7.6
2007-10-29T05:00:00Z	21	7.7
2007-10-29T05:00:00Z	22	7.4
2007-10-29T05:00:00Z	23	3.5
2007-10-29T05:00:00Z	24	0.8
2007-11-26T06:00:00Z	0	11
2007-11-26T06:00:00Z	1	11.1
2007-11-26T06:00:00Z	2	11.1
2007-11-26T06:00:00Z	3	11.2
2007-11-26T06:00:00Z	4	11.2
2007-11-26T06:00:00Z	5	11.2
2007-11-26T06:00:00Z	6	11.2
2007-11-26T06:00:00Z	7	11.2
2007-11-26T06:00:00Z	8	11.2
2007-11-26T06:00:00Z	9	11.3
2007-11-26T06:00:00Z	10	11.3
2007-11-26T06:00:00Z	11	11.3
2007-11-26T06:00:00Z	12	11.3
2007-11-26T06:00:00Z	13	11.3
2007-11-26T06:00:00Z	14	11.3
2007-11-26T06:00:00Z	15	11.4
2007-11-26T06:00:00Z	16	11.4
2007-11-26T06:00:00Z	17	11.5
2007-11-26T06:00:00Z	18	11.5
2007-11-26T06:00:00Z	19	11.5
2007-11-26T06:00:00Z	20	11.5
2007-11-26T06:00:00Z	21	11.6
2007-11-26T06:00:00Z	22	11.7
2007-11-26T06:00:00Z	23	11.7
2007-11-26T06:00:00Z	24	10
2008-02-13T06:00:00Z	0	13
2008-02-13T06:00:00Z	1	12.8
2008-02-13T06:00:00Z	2	12.7
2008-02-13T06:00:00Z	3	12.7
2008-02-13T06:00:00Z	4	12.8
2008-02-13T06:00:00Z	5	12.8
2008-02-13T06:00:00Z	6	12.7
2008-02-13T06:00:00Z	7	12.4
2008-02-13T06:00:00Z	8	12.3
2008-02-13T06:00:00Z	9	12.3
2008-02-13T06:00:00Z	10	12.3
2008-02-13T06:00:00Z	11	12.2
2008-02-13T06:00:00Z	12	11.8
2008-02-13T06:00:00Z	13	11.3
2008-02-13T06:00:00Z	14	10.7
2008-02-13T06:00:00Z	15	9.8
2008-02-13T06:00:00Z	16	9.5
2008-02-13T06:00:00Z	17	9.4
2008-02-13T06:00:00Z	18	8.8
2008-02-13T06:00:00Z	19	8.1
2008-02-13T06:00:00Z	20	7.1
2008-02-13T06:00:00Z	21	6.2
2008-02-13T06:00:00Z	22	2.8
2008-02-13T06:00:00Z	23	0.3
2008-02-13T06:00:00Z	24	0.1
2008-02-13T06:00:00Z	24.3	0.1
2008-04-14T05:00:00Z	0	15.4
2008-04-14T05:00:00Z	1	15.4
2008-04-14T05:00:00Z	2	15.3
2008-04-14T05:00:00Z	3	15.3
2008-04-14T05:00:00Z	4	15.3
2008-04-14T05:00:00Z	5	15.3
2008-04-14T05:00:00Z	6	15.2
2008-04-14T05:00:00Z	7	15.1
2008-04-14T05:00:00Z	8	15.1
2008-04-14T05:00:00Z	9	15.1
2008-04-14T05:00:00Z	10	15.2
2008-04-14T05:00:00Z	11	15.2
2008-04-14T05:00:00Z	12	15.2
2008-04-14T05:00:00Z	13	15.2
2008-04-14T05:00:00Z	14	15.1
2008-04-14T05:00:00Z	15	15.1
2008-04-14T05:00:00Z	16	15
2008-04-14T05:00:00Z	17	15.4
2008-04-14T05:00:00Z	18	15.4
2008-04-14T05:00:00Z	19	15.3
2008-04-14T05:00:00Z	20	15.3
2008-04-14T05:00:00Z	21	15.3
2008-04-14T05:00:00Z	22	15.4
2008-04-14T05:00:00Z	23	15.4
2008-04-14T05:00:00Z	24	15.4
2008-04-14T05:00:00Z	24.7	15.2
2008-04-28T05:00:00Z	0	15.8
2008-04-28T05:00:00Z	1	16
2008-04-28T05:00:00Z	2	15.8
2008-04-28T05:00:00Z	3	15.6
2008-04-28T05:00:00Z	4	15.5
2008-04-28T05:00:00Z	5	15.5
2008-04-28T05:00:00Z	6	15.5
2008-04-28T05:00:00Z	7	15.4
2008-04-28T05:00:00Z	8	15.3
2008-04-28T05:00:00Z	9	15.3
2008-04-28T05:00:00Z	10	15.3
2008-04-28T05:00:00Z	11	15.2
2008-04-28T05:00:00Z	12	15.2
2008-04-28T05:00:00Z	13	15.2
2008-04-28T05:00:00Z	14	15.1
2008-04-28T05:00:00Z	15	15.1
2008-04-28T05:00:00Z	16	15.1
2008-04-28T05:00:00Z	17	15
2008-04-28T05:00:00Z	18	14.9
2008-04-28T05:00:00Z	19	14.8
2008-04-28T05:00:00Z	20	14.8
2008-04-28T05:00:00Z	21	14.8
2008-04-28T05:00:00Z	22	14.6
2008-04-28T05:00:00Z	23	14.5
2008-04-28T05:00:00Z	24	14.4
2008-04-28T05:00:00Z	25	14.2
2008-05-12T05:00:00Z	0	13.5
2008-05-12T05:00:00Z	1	13.5
2008-05-12T05:00:00Z	2	13.5
2008-05-12T05:00:00Z	3	13.5
2008-05-12T05:00:00Z	4	13.5
2008-05-12T05:00:00Z	5	13.5
2008-05-12T05:00:00Z	6	13.4
2008-05-12T05:00:00Z	7	13.5
2008-05-12T05:00:00Z	8	13.6
2008-05-12T05:00:00Z	9	13.5
2008-05-12T05:00:00Z	10	13.5
2008-05-12T05:00:00Z	11	13.5
2008-05-12T05:00:00Z	12	13.5
2008-05-12T05:00:00Z	13	13.5
2008-05-12T05:00:00Z	14	13.4
2008-05-12T05:00:00Z	15	13.3
2008-05-12T05:00:00Z	16	13.3
2008-05-12T05:00:00Z	17	13.2
2008-05-12T05:00:00Z	18	13.1
2008-05-12T05:00:00Z	19	13.1
2008-05-12T05:00:00Z	20	13.1
2008-05-12T05:00:00Z	21	13.1
2008-05-12T05:00:00Z	22	13
2008-05-12T05:00:00Z	23	12.9
2008-05-12T05:00:00Z	24	12.3
2008-05-12T05:00:00Z	24.9	8.2
2008-05-28T05:00:00Z	0	11.1
2008-05-28T05:00:00Z	1	11.1
2008-05-28T05:00:00Z	2	11.1
2008-05-28T05:00:00Z	3	11
2008-05-28T05:00:00Z	4	11
2008-05-28T05:00:00Z	5	11
2008-05-28T05:00:00Z	6	11
2008-05-28T05:00:00Z	7	10.9
2008-05-28T05:00:00Z	8	10.9
2008-05-28T05:00:00Z	9	10.9
2008-05-28T05:00:00Z	10	11.3
2008-05-28T05:00:00Z	11	11.3
2008-05-28T05:00:00Z	12	10.6
2008-05-28T05:00:00Z	13	10.4
2008-05-28T05:00:00Z	14	9.8
2008-05-28T05:00:00Z	15	9.3
2008-05-28T05:00:00Z	16	9
2008-05-28T05:00:00Z	17	8.6
2008-05-28T05:00:00Z	18	8.4
2008-05-28T05:00:00Z	19	8
2008-05-28T05:00:00Z	20	7.5
2008-05-28T05:00:00Z	21	7.3
2008-05-28T05:00:00Z	22	6.8
2008-05-28T05:00:00Z	23	6.3
2008-05-28T05:00:00Z	24	6
2008-05-28T05:00:00Z	24.6	3.6
2008-06-09T05:00:00Z	0	10
2008-06-09T05:00:00Z	1	9.7
2008-06-09T05:00:00Z	2	9.8
2008-06-09T05:00:00Z	3	9.8
2008-06-09T05:00:00Z	4	9.7
2008-06-09T05:00:00Z	5	9.7
2008-06-09T05:00:00Z	6	9.6
2008-06-09T05:00:00Z	7	9.5
2008-06-09T05:00:00Z	8	9.6
2008-06-09T05:00:00Z	9	9.5
2008-06-09T05:00:00Z	10	9.2
2008-06-09T05:00:00Z	11	9.2
2008-06-09T05:00:00Z	12	9.1
2008-06-09T05:00:00Z	13	9.2
2008-06-09T05:00:00Z	14	8.8
2008-06-09T05:00:00Z	15	8.3
2008-06-09T05:00:00Z	16	8.1
2008-06-09T05:00:00Z	17	7.1
2008-06-09T05:00:00Z	18	5.9
2008-06-09T05:00:00Z	19	5.8
2008-06-09T05:00:00Z	20	5.5
2008-06-09T05:00:00Z	21	4.1
2008-06-09T05:00:00Z	22	3.5
2008-06-09T05:00:00Z	23	3.3
2008-06-09T05:00:00Z	24	3
2008-06-09T05:00:00Z	25	0.2
2008-06-23T05:00:00Z	0	12.8
2008-06-23T05:00:00Z	1	13
2008-06-23T05:00:00Z	2	11.8
2008-06-23T05:00:00Z	3	10.9
2008-06-23T05:00:00Z	4	10.4
2008-06-23T05:00:00Z	5	10.5
2008-06-23T05:00:00Z	6	10.4
2008-06-23T05:00:00Z	7	10.3
2008-06-23T05:00:00Z	8	10.1
2008-06-23T05:00:00Z	8.5	9
2008-06-23T05:00:00Z	9	8.6
2008-06-23T05:00:00Z	9.5	8
2008-06-23T05:00:00Z	10	7.8
2008-06-23T05:00:00Z	10.5	7.5
2008-06-23T05:00:00Z	11	6.8
2008-06-23T05:00:00Z	11.5	5.8
2008-06-23T05:00:00Z	12	5.2
2008-06-23T05:00:00Z	13	4.9
2008-06-23T05:00:00Z	14	4.6
2008-06-23T05:00:00Z	15	4.4
2008-06-23T05:00:00Z	16	3.9
2008-06-23T05:00:00Z	17	3.2
2008-06-23T05:00:00Z	18	2.1
2008-06-23T05:00:00Z	19	0.8
2008-06-23T05:00:00Z	20	0.2
2008-06-23T05:00:00Z	21	0.3
2008-06-23T05:00:00Z	22	0.2
2008-06-23T05:00:00Z	23	0.3
2008-06-23T05:00:00Z	24	0.3
2008-06-23T05:00:00Z	24.5	0.3
2008-07-07T05:00:00Z	0	11.9
2008-07-07T05:00:00Z	1	11.7
2008-07-07T05:00:00Z	2	11.6
2008-07-07T05:00:00Z	3	9.7
2008-07-07T05:00:00Z	4	9.8
2008-07-07T05:00:00Z	5	10.1
2008-07-07T05:00:00Z	6	9.6
2008-07-07T05:00:00Z	7	7.8
2008-07-07T05:00:00Z	8	6.8
2008-07-07T05:00:00Z	9	6.2
2008-07-07T05:00:00Z	9.5	5.8
2008-07-07T05:00:00Z	10	5.8
2008-07-07T05:00:00Z	10.5	5.5
2008-07-07T05:00:00Z	11	5.3
2008-07-07T05:00:00Z	11.5	4
2008-07-07T05:00:00Z	12	3
2008-07-07T05:00:00Z	12.5	1.6
2008-07-07T05:00:00Z	13	1.9
2008-07-07T05:00:00Z	14	1.5
2008-07-07T05:00:00Z	15	1
2008-07-07T05:00:00Z	16	0.3
2008-07-07T05:00:00Z	17	0.3
2008-07-07T05:00:00Z	18	0.3
2008-07-07T05:00:00Z	19	0.3
2008-07-07T05:00:00Z	20	0.3
2008-07-07T05:00:00Z	21	0.4
2008-07-07T05:00:00Z	22	0.4
2008-07-07T05:00:00Z	23	0.4
2008-07-07T05:00:00Z	24	0.5
2008-07-07T05:00:00Z	24.8	0.6
2008-07-21T05:00:00Z	0	11.1
2008-07-21T05:00:00Z	1	11
2008-07-21T05:00:00Z	2	10.9
2008-07-21T05:00:00Z	3	11.2
2008-07-21T05:00:00Z	4	10.4
2008-07-21T05:00:00Z	5	10.1
2008-07-21T05:00:00Z	6	9.9
2008-07-21T05:00:00Z	7	9.9
2008-07-21T05:00:00Z	7.5	8.6
2008-07-21T05:00:00Z	8	6.2
2008-07-21T05:00:00Z	8.5	5.9
2008-07-21T05:00:00Z	9	5.7
2008-07-21T05:00:00Z	9.5	3.9
2008-07-21T05:00:00Z	10	3.4
2008-07-21T05:00:00Z	10.5	2
2008-07-21T05:00:00Z	11	1.5
2008-07-21T05:00:00Z	11.5	1.2
2008-07-21T05:00:00Z	12	1.1
2008-07-21T05:00:00Z	12.5	0.2
2008-07-21T05:00:00Z	13	0.2
2008-07-21T05:00:00Z	14	0.2
2008-07-21T05:00:00Z	15	0.2
2008-07-21T05:00:00Z	16	0.2
2008-07-21T05:00:00Z	17	0.3
2008-07-21T05:00:00Z	18	0.3
2008-07-21T05:00:00Z	19	0.3
2008-07-21T05:00:00Z	20	0.3
2008-07-21T05:00:00Z	21	0.3
2008-07-21T05:00:00Z	22	0.3
2008-07-21T05:00:00Z	23	0.4
2008-07-21T05:00:00Z	24	0.4
2008-07-21T05:00:00Z	25	0.5
2008-08-04T05:00:00Z	0	8.2
2008-08-04T05:00:00Z	1	8.2
2008-08-04T05:00:00Z	2	8.1
2008-08-04T05:00:00Z	3	7.9
2008-08-04T05:00:00Z	4	7.9
2008-08-04T05:00:00Z	5	7.6
2008-08-04T05:00:00Z	6	7.4
2008-08-04T05:00:00Z	6.5	7.2
2008-08-04T05:00:00Z	7	7.1
2008-08-04T05:00:00Z	7.5	6.5
2008-08-04T05:00:00Z	8	4.4
2008-08-04T05:00:00Z	8.5	0.7
2008-08-04T05:00:00Z	9	0.3
2008-08-04T05:00:00Z	9.5	0.3
2008-08-04T05:00:00Z	10	0.1
2008-08-04T05:00:00Z	11	0.1
2008-08-04T05:00:00Z	12	0.1
2008-08-04T05:00:00Z	13	0.1
2008-08-04T05:00:00Z	14	0.1
2008-08-04T05:00:00Z	15	0.1
2008-08-04T05:00:00Z	16	0.1
2008-08-04T05:00:00Z	17	0.1
2008-08-04T05:00:00Z	18	0.1
2008-08-04T05:00:00Z	19	0.1
2008-08-04T05:00:00Z	20	0.1
2008-08-04T05:00:00Z	21	0.1
2008-08-04T05:00:00Z	22	0.1
2008-08-04T05:00:00Z	23	0.1
2008-08-04T05:00:00Z	24	0.1
2008-08-04T05:00:00Z	24.9	0.1
2008-08-18T05:00:00Z	0	8.3
2008-08-18T05:00:00Z	1	8.2
2008-08-18T05:00:00Z	2	8.3
2008-08-18T05:00:00Z	3	8.2
2008-08-18T05:00:00Z	4	8.1
2008-08-18T05:00:00Z	5	7.9
2008-08-18T05:00:00Z	6	7.9
2008-08-18T05:00:00Z	7	7.8
2008-08-18T05:00:00Z	8	7.8
2008-08-18T05:00:00Z	9	7.7
2008-08-18T05:00:00Z	9.5	7.6
2008-08-18T05:00:00Z	10	5.8
2008-08-18T05:00:00Z	10.5	0.2
2008-08-18T05:00:00Z	11	0.2
2008-08-18T05:00:00Z	12	0.3
2008-08-18T05:00:00Z	13	0.3
2008-08-18T05:00:00Z	14	0.3
2008-08-18T05:00:00Z	15	0.3
2008-08-18T05:00:00Z	16	0.3
2008-08-18T05:00:00Z	17	0.3
2008-08-18T05:00:00Z	18	0.3
2008-08-18T05:00:00Z	19	0.3
2008-08-18T05:00:00Z	20	0.4
2008-08-18T05:00:00Z	21	0.4
2008-08-18T05:00:00Z	22	0.4
2008-08-18T05:00:00Z	23	0.5
2008-08-18T05:00:00Z	24	0.6
2008-08-18T05:00:00Z	24.2	0.7
2008-09-05T05:00:00Z	0	6.9
2008-09-05T05:00:00Z	1	6.9
2008-09-05T05:00:00Z	2	6.8
2008-09-05T05:00:00Z	3	6.8
2008-09-05T05:00:00Z	4	6.8
2008-09-05T05:00:00Z	5	6.7
2008-09-05T05:00:00Z	6	6.6
2008-09-05T05:00:00Z	7	6.6
2008-09-05T05:00:00Z	8	6.6
2008-09-05T05:00:00Z	9	6.6
2008-09-05T05:00:00Z	10	6.6
2008-09-05T05:00:00Z	10.5	6.6
2008-09-05T05:00:00Z	11	6.6
2008-09-05T05:00:00Z	11.5	0.3
2008-09-05T05:00:00Z	12	0.3
2008-09-05T05:00:00Z	12.5	0.3
2008-09-05T05:00:00Z	13	0.3
2008-09-05T05:00:00Z	14	0.3
2008-09-05T05:00:00Z	15	0.3
2008-09-05T05:00:00Z	16	0.3
2008-09-05T05:00:00Z	17	0.3
2008-09-05T05:00:00Z	18	0.4
2008-09-05T05:00:00Z	19	0.4
2008-09-05T05:00:00Z	20	0.4
2008-09-05T05:00:00Z	21	0.5
2008-09-05T05:00:00Z	22	0.5
2008-09-05T05:00:00Z	23	0.6
2008-09-05T05:00:00Z	24	0.6
2008-09-05T05:00:00Z	24.5	0.8
2008-09-29T05:00:00Z	0	8.1
2008-09-29T05:00:00Z	1	8
2008-09-29T05:00:00Z	2	8.1
2008-09-29T05:00:00Z	3	8
2008-09-29T05:00:00Z	4	8
2008-09-29T05:00:00Z	5	8
2008-09-29T05:00:00Z	6	8
2008-09-29T05:00:00Z	7	8
2008-09-29T05:00:00Z	8	8
2008-09-29T05:00:00Z	9	7.9
2008-09-29T05:00:00Z	10	7.5
2008-09-29T05:00:00Z	11	6.5
2008-09-29T05:00:00Z	12	2.4
2008-09-29T05:00:00Z	12.5	2.1
2008-09-29T05:00:00Z	13	1.1
2008-09-29T05:00:00Z	13.5	0.8
2008-09-29T05:00:00Z	14	0.1
2008-09-29T05:00:00Z	14.5	0.1
2008-09-29T05:00:00Z	15	0.1
2008-09-29T05:00:00Z	16	0.1
2008-09-29T05:00:00Z	17	0.1
2008-09-29T05:00:00Z	18	0.1
2008-09-29T05:00:00Z	19	0.1
2008-09-29T05:00:00Z	20	0.1
2008-09-29T05:00:00Z	21	0.1
2008-09-29T05:00:00Z	22	0.1
2008-09-29T05:00:00Z	23	0.1
2008-09-29T05:00:00Z	24	0.1
2008-10-29T05:00:00Z	0	9.4
2008-10-29T05:00:00Z	1	9.3
2008-10-29T05:00:00Z	2	9.3
2008-10-29T05:00:00Z	3	9
2008-10-29T05:00:00Z	4	9
2008-10-29T05:00:00Z	5	8.9
2008-10-29T05:00:00Z	6	8.9
2008-10-29T05:00:00Z	7	8.9
2008-10-29T05:00:00Z	8	9
2008-10-29T05:00:00Z	9	9.1
2008-10-29T05:00:00Z	10	9.1
2008-10-29T05:00:00Z	11	9.1
2008-10-29T05:00:00Z	12	9.1
2008-10-29T05:00:00Z	13	9.1
2008-10-29T05:00:00Z	14	9.1
2008-10-29T05:00:00Z	15	9.1
2008-10-29T05:00:00Z	16	9.1
2008-10-29T05:00:00Z	17	9.1
2008-10-29T05:00:00Z	18	9.2
2008-10-29T05:00:00Z	19	9.2
2008-10-29T05:00:00Z	20	9.2
2008-10-29T05:00:00Z	21	9.3
2008-10-29T05:00:00Z	22	9.5
2008-10-29T05:00:00Z	23	9.6
2008-10-29T05:00:00Z	24	9.6
2008-10-29T05:00:00Z	24.6	9.6
2009-01-21T06:00:00Z	0	16.3
2009-01-21T06:00:00Z	1	16.3
2009-01-21T06:00:00Z	2	16.3
2009-01-21T06:00:00Z	3	16.3
2009-01-21T06:00:00Z	4	16.3
2009-01-21T06:00:00Z	5	16.3
2009-01-21T06:00:00Z	6	16.3
2009-01-21T06:00:00Z	7	15.8
2009-01-21T06:00:00Z	8	15.7
2009-01-21T06:00:00Z	9	15.4
2009-01-21T06:00:00Z	10	15.4
2009-01-21T06:00:00Z	11	15.3
2009-01-21T06:00:00Z	12	15.3
2009-01-21T06:00:00Z	13	14.7
2009-01-21T06:00:00Z	14	14
2009-01-21T06:00:00Z	15	12.8
2009-01-21T06:00:00Z	16	12.2
2009-01-21T06:00:00Z	17	12
2009-01-21T06:00:00Z	18	10.9
2009-01-21T06:00:00Z	19	10.4
2009-01-21T06:00:00Z	20	8.5
2009-01-21T06:00:00Z	21	6.3
2009-01-21T06:00:00Z	22	3.3
2009-01-21T06:00:00Z	23	2.3
2009-01-21T06:00:00Z	24	1.2
2009-01-21T06:00:00Z	24.2	0.9
2009-04-15T05:00:00Z	0	12.7
2009-04-15T05:00:00Z	1	12.7
2009-04-15T05:00:00Z	2	12.5
2009-04-15T05:00:00Z	3	12.3
2009-04-15T05:00:00Z	4	12.6
2009-04-15T05:00:00Z	5	12.8
2009-04-15T05:00:00Z	6	12.8
2009-04-15T05:00:00Z	7	12.8
2009-04-15T05:00:00Z	8	12.7
2009-04-15T05:00:00Z	9	12.7
2009-04-15T05:00:00Z	10	12.7
2009-04-15T05:00:00Z	11	13
2009-04-15T05:00:00Z	12	13.2
2009-04-15T05:00:00Z	13	13.4
2009-04-15T05:00:00Z	14	13.6
2009-04-15T05:00:00Z	15	13.6
2009-04-15T05:00:00Z	16	13.6
2009-04-15T05:00:00Z	17	13.6
2009-04-15T05:00:00Z	18	13.6
2009-04-15T05:00:00Z	19	13.6
2009-04-15T05:00:00Z	20	13.6
2009-04-15T05:00:00Z	21	13.4
2009-04-15T05:00:00Z	22	13.4
2009-04-15T05:00:00Z	23	13.4
2009-04-15T05:00:00Z	24	13
2009-04-15T05:00:00Z	24.7	9
2009-04-27T05:00:00Z	0	13.5
2009-04-27T05:00:00Z	1	13.5
2009-04-27T05:00:00Z	2	13.6
2009-04-27T05:00:00Z	3	13.6
2009-04-27T05:00:00Z	4	13.5
2009-04-27T05:00:00Z	5	13.5
2009-04-27T05:00:00Z	6	13.5
2009-04-27T05:00:00Z	7	13.5
2009-04-27T05:00:00Z	8	13.5
2009-04-27T05:00:00Z	9	13.6
2009-04-27T05:00:00Z	10	13.6
2009-04-27T05:00:00Z	11	13.6
2009-04-27T05:00:00Z	12	13.5
2009-04-27T05:00:00Z	13	13.4
2009-04-27T05:00:00Z	14	13.6
2009-04-27T05:00:00Z	15	13.4
2009-04-27T05:00:00Z	16	13.5
2009-04-27T05:00:00Z	17	13.5
2009-04-27T05:00:00Z	18	13.6
2009-04-27T05:00:00Z	19	13.6
2009-04-27T05:00:00Z	20	13.7
2009-04-27T05:00:00Z	21	13.6
2009-04-27T05:00:00Z	22	13.6
2009-04-27T05:00:00Z	23	13.5
2009-04-27T05:00:00Z	24	11.5
2009-04-27T05:00:00Z	24.2	11.5
2009-05-11T05:00:00Z	0	12.8
2009-05-11T05:00:00Z	1	12.4
2009-05-11T05:00:00Z	2	12.2
2009-05-11T05:00:00Z	3	11.7
2009-05-11T05:00:00Z	4	11.5
2009-05-11T05:00:00Z	5	11.4
2009-05-11T05:00:00Z	6	11.4
2009-05-11T05:00:00Z	7	11.4
2009-05-11T05:00:00Z	8	11.4
2009-05-11T05:00:00Z	9	11.3
2009-05-11T05:00:00Z	10	11.5
2009-05-11T05:00:00Z	11	11.6
2009-05-11T05:00:00Z	12	11.6
2009-05-11T05:00:00Z	13	11.8
2009-05-11T05:00:00Z	14	11.5
2009-05-11T05:00:00Z	15	11.5
2009-05-11T05:00:00Z	16	11.3
2009-05-11T05:00:00Z	17	11.3
2009-05-11T05:00:00Z	18	11
2009-05-11T05:00:00Z	19	11.1
2009-05-11T05:00:00Z	20	11.1
2009-05-11T05:00:00Z	21	11.1
2009-05-11T05:00:00Z	22	11.1
2009-05-11T05:00:00Z	23	11.2
2009-05-11T05:00:00Z	24	10.8
2009-05-11T05:00:00Z	24.5	10.8
2009-05-28T05:00:00Z	0	10.7
2009-05-28T05:00:00Z	1	10.7
2009-05-28T05:00:00Z	2	10.7
2009-05-28T05:00:00Z	3	10.7
2009-05-28T05:00:00Z	4	10.7
2009-05-28T05:00:00Z	5	10.7
2009-05-28T05:00:00Z	6	10.7
2009-05-28T05:00:00Z	7	10.7
2009-05-28T05:00:00Z	8	10.6
2009-05-28T05:00:00Z	9	10.6
2009-05-28T05:00:00Z	10	10.6
2009-05-28T05:00:00Z	11	10.6
2009-05-28T05:00:00Z	12	10.6
2009-05-28T05:00:00Z	13	10.5
2009-05-28T05:00:00Z	14	10.4
2009-05-28T05:00:00Z	15	10.3
2009-05-28T05:00:00Z	16	10.3
2009-05-28T05:00:00Z	17	10.1
2009-05-28T05:00:00Z	18	9.1
2009-05-28T05:00:00Z	19	7.6
2009-05-28T05:00:00Z	20	7.5
2009-05-28T05:00:00Z	21	7.1
2009-05-28T05:00:00Z	22	7
2009-05-28T05:00:00Z	23	6.7
