datetime	o2_epil	o2_hypo	o2_total	vol_epil	vol_hypo	vol_total
1988-01-06T00:00:00Z	NA	NA	6185285115560.858	NA	NA	501085681.227011
1988-01-07T00:00:00Z	NA	NA	6188083383625.991	NA	NA	501085681.227011
1988-01-08T00:00:00Z	NA	NA	6191741491609.561	NA	NA	501085681.227011
1988-01-09T00:00:00Z	NA	NA	6195211186320.819	NA	NA	501085681.227011
1988-01-10T00:00:00Z	NA	NA	6199274398113.784	NA	NA	501085681.227011
1988-01-11T00:00:00Z	NA	NA	6205009380760.903	NA	NA	501085681.227011
1988-01-12T00:00:00Z	NA	NA	6211593901976.705	NA	NA	501085681.227011
1988-01-13T00:00:00Z	NA	NA	6217479536754.803	NA	NA	501085681.227011
1988-01-14T00:00:00Z	NA	NA	6221016810319.368	NA	NA	501085681.227011
1988-01-15T00:00:00Z	NA	NA	6225628653406.606	NA	NA	501085681.227011
1988-01-16T00:00:00Z	NA	NA	6231665837367.568	NA	NA	501085681.227011
1988-01-17T00:00:00Z	NA	NA	6234188332207.199	NA	NA	501085681.227011
1988-01-18T00:00:00Z	NA	NA	6236296933932.956	NA	NA	501085681.227011
